	.id	set1	set2	intersect	len_set1	len_set2	background	FET.p.val	rank	TF	prev_rank
408	Enrichr	TCGA-04-1331-01	CPSF4	2	300	299	20000	0.9407705674312575	409	CPSF4	0.13389830508474576
409	ARCHS4	TCGA-04-1331-01	TCF7L2_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	410	TCF7L2	0.13411458333333334
410	GTEx	TCGA-04-1331-01	MEIS3P1_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	411	MEIS3P1	0.13454545454545455
411	Enrichr	TCGA-04-1331-01	PLXNB1	2	300	299	20000	0.9407705674312575	412	PLXNB1	0.13474576271186442
412	ARCHS4	TCGA-04-1331-01	ZFP90_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	413	ZFP90	0.13541666666666666
413	Enrichr	TCGA-04-1331-01	SUZ12	2	300	299	20000	0.9407705674312575	414	SUZ12	0.13559322033898305
414	ReMap	TCGA-04-1331-01	T	9	300	1448	20000	0.9995431137340584	415	T	0.13559322033898305
415	GTEx	TCGA-04-1331-01	SETDB1_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	416	SETDB1	0.13575757575757577
416	ARCHS4	TCGA-04-1331-01	HOXA2_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	417	HOXA2	0.13671875
417	Enrichr	TCGA-04-1331-01	ZNF460	2	300	299	20000	0.9407705674312575	418	ZNF460	0.13728813559322034
418	ARCHS4	TCGA-04-1331-01	ADNP_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	419	ADNP	0.13802083333333334
419	GTEx	TCGA-04-1331-01	ZFP91_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	420	ZFP91	0.13818181818181818
420	Enrichr	TCGA-04-1331-01	ZNF474	2	300	299	20000	0.9407705674312575	421	ZNF474	0.13898305084745763
421	ARCHS4	TCGA-04-1331-01	FOXD4L4_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	422	FOXD4L4	0.13932291666666666
422	Enrichr	TCGA-04-1331-01	HOXD13	2	300	299	20000	0.9407705674312575	423	HOXD13	0.13983050847457626
423	GTEx	TCGA-04-1331-01	TSC22D1_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	424	TSC22D1	0.1406060606060606
424	Enrichr	TCGA-04-1331-01	CHD6	2	300	299	20000	0.9407705674312575	425	CHD6	0.14152542372881355
425	ARCHS4	TCGA-04-1331-01	ZNF804A_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	426	ZNF804A	0.14192708333333334
426	GTEx	TCGA-04-1331-01	ONECUT2_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	427	ONECUT2	0.14303030303030304
427	Enrichr	TCGA-04-1331-01	DNAJC21	2	300	299	20000	0.9407705674312575	428	DNAJC21	0.14322033898305084
428	ARCHS4	TCGA-04-1331-01	POU5F1B_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	429	POU5F1B	0.14322916666666666
429	Enrichr	TCGA-04-1331-01	GATA5	2	300	299	20000	0.9407705674312575	430	GATA5	0.1440677966101695
430	GTEx	TCGA-04-1331-01	PHOX2B_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	431	PHOX2B	0.14424242424242426
431	ARCHS4	TCGA-04-1331-01	POU3F2_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	432	POU3F2	0.14453125
432	Enrichr	TCGA-04-1331-01	TSHZ1	2	300	299	20000	0.9407705674312575	433	TSHZ1	0.14491525423728813
433	GTEx	TCGA-04-1331-01	CENPS_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	434	CENPS	0.14545454545454545
434	ChEA	TCGA-04-1331-01	MEIS1_26923725_CHIPSEQ_HEMOGENICENDOTHELIUM_MOUSE	7	300	989	20000	0.9929758580761469	435	MEIS1	0.14558472553699284
435	Enrichr	TCGA-04-1331-01	TRIT1	2	300	299	20000	0.9407705674312575	436	TRIT1	0.14576271186440679
436	ARCHS4	TCGA-04-1331-01	HESX1_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	437	HESX1	0.14583333333333334
437	Enrichr	TCGA-04-1331-01	TGIF2LY	2	300	299	20000	0.9407705674312575	438	TGIF2LY	0.14661016949152542
438	GTEx	TCGA-04-1331-01	ZNF516_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	439	ZNF516	0.14666666666666667
439	Enrichr	TCGA-04-1331-01	PKHD1	2	300	299	20000	0.9407705674312575	440	PKHD1	0.14745762711864407
440	GTEx	TCGA-04-1331-01	THRA_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	441	THRA	0.1478787878787879
441	Enrichr	TCGA-04-1331-01	ZNF441	2	300	299	20000	0.9407705674312575	442	ZNF441	0.1483050847457627
442	GTEx	TCGA-04-1331-01	ZSCAN5A_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	443	ZSCAN5A	0.14909090909090908
443	ReMap	TCGA-04-1331-01	TBX21	9	300	1454	20000	0.9995714554808025	444	TBX21	0.14915254237288136
444	Enrichr	TCGA-04-1331-01	ARID5B	2	300	299	20000	0.9407705674312575	445	ARID5B	0.14915254237288136
445	ARCHS4	TCGA-04-1331-01	PRDM16_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	446	PRDM16	0.14973958333333334
446	Enrichr	TCGA-04-1331-01	KIN	2	300	299	20000	0.9407705674312575	447	KIN	0.15
447	GTEx	TCGA-04-1331-01	TGIF1_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	448	TGIF1	0.1503030303030303
448	ChEA	TCGA-04-1331-01	CRX_20693478_CHIPSEQ_ADULT_RETINA_MOUSE	3	300	589	20000	0.9937209907851228	449	CRX	0.15035799522673032
449	Enrichr	TCGA-04-1331-01	LARP4	2	300	299	20000	0.9407705674312575	450	LARP4	0.15084745762711865
450	ARCHS4	TCGA-04-1331-01	JRKL_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	451	JRKL	0.15104166666666666
451	Enrichr	TCGA-04-1331-01	ZNF398	2	300	299	20000	0.9407705674312575	452	ZNF398	0.15169491525423728
452	Enrichr	TCGA-04-1331-01	ZNF679	2	300	299	20000	0.9407705674312575	453	ZNF679	0.15254237288135594
453	ReMap	TCGA-04-1331-01	NCOA1	9	300	1454	20000	0.9995714554808025	454	NCOA1	0.15254237288135594
454	GTEx	TCGA-04-1331-01	L3MBTL1_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	455	L3MBTL1	0.15272727272727274
455	Enrichr	TCGA-04-1331-01	TEAD2	2	300	299	20000	0.9407705674312575	456	TEAD2	0.15338983050847457
456	ARCHS4	TCGA-04-1331-01	ZNF532_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	457	ZNF532	0.15364583333333334
457	GTEx	TCGA-04-1331-01	PHOX2A_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	458	PHOX2A	0.15393939393939393
458	Enrichr	TCGA-04-1331-01	RBM6	2	300	299	20000	0.9407705674312575	459	RBM6	0.15423728813559323
459	ARCHS4	TCGA-04-1331-01	ZNF479_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	460	ZNF479	0.15494791666666666
460	GTEx	TCGA-04-1331-01	ZNF646_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	461	ZNF646	0.15515151515151515
461	Enrichr	TCGA-04-1331-01	ZNF845	2	300	299	20000	0.9407705674312575	462	ZNF845	0.15593220338983052
462	ARCHS4	TCGA-04-1331-01	ZFP69B_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	463	ZFP69B	0.15625
463	GTEx	TCGA-04-1331-01	ZNF518A_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	464	ZNF518A	0.15636363636363637
464	Enrichr	TCGA-04-1331-01	GTF2F2	2	300	299	20000	0.9407705674312575	465	GTF2F2	0.15677966101694915
465	ChEA	TCGA-04-1331-01	PPARG_20176806_CHIPSEQ_THIOMACROPHAGE_MOUSE	4	300	701	20000	0.9938810900729391	466	PPARG	0.1575178997613365
466	ARCHS4	TCGA-04-1331-01	NR1I2_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	467	NR1I2	0.15755208333333334
467	Enrichr	TCGA-04-1331-01	KLF2	2	300	299	20000	0.9407705674312575	468	KLF2	0.15847457627118644
468	ARCHS4	TCGA-04-1331-01	MSANTD4_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	469	MSANTD4	0.15885416666666666
469	Enrichr	TCGA-04-1331-01	HOXA7	2	300	299	20000	0.9407705674312575	470	HOXA7	0.15932203389830507
470	ReMap	TCGA-04-1331-01	NKX22	9	300	1454	20000	0.9995714554808025	471	NKX22	0.15932203389830507
471	GTEx	TCGA-04-1331-01	ZGPAT_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	472	ZGPAT	0.16
472	ARCHS4	TCGA-04-1331-01	SEBOX_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	473	SEBOX	0.16015625
473	ARCHS4	TCGA-04-1331-01	HSFX1_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	474	HSFX1	0.16145833333333334
474	Enrichr	TCGA-04-1331-01	ZNF280A	2	300	299	20000	0.9407705674312575	475	ZNF280A	0.16186440677966102
475	ChEA	TCGA-04-1331-01	ETV1_20927104_CHIPSEQ_GIST48_HUMAN	16	300	1813	20000	0.9942533975274359	476	ETV1	0.162291169451074
476	Enrichr	TCGA-04-1331-01	ZFP3	2	300	299	20000	0.9407705674312575	477	ZFP3	0.16271186440677965
477	Enrichr	TCGA-04-1331-01	RNF125	2	300	299	20000	0.9407705674312575	478	RNF125	0.1635593220338983
478	GTEx	TCGA-04-1331-01	ZNF705A_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	479	ZNF705A	0.16363636363636364
479	ARCHS4	TCGA-04-1331-01	ZNF281_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	480	ZNF281	0.1640625
480	GTEx	TCGA-04-1331-01	BBX_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	481	BBX	0.16484848484848486
481	Enrichr	TCGA-04-1331-01	KIAA1549	2	300	299	20000	0.9407705674312575	482	KIAA1549	0.1652542372881356
482	GTEx	TCGA-04-1331-01	ZNF470_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	483	ZNF470	0.16606060606060605
483	ReMap	TCGA-04-1331-01	MAFB	9	300	1454	20000	0.9995714554808025	484	MAFB	0.16610169491525423
484	Enrichr	TCGA-04-1331-01	ZNF551	2	300	299	20000	0.9407705674312575	485	ZNF551	0.16610169491525423
485	ARCHS4	TCGA-04-1331-01	NKX21_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	486	NKX21	0.16666666666666666
486	Enrichr	TCGA-04-1331-01	MYT1	2	300	299	20000	0.9407705674312575	487	MYT1	0.1669491525423729
487	ChEA	TCGA-04-1331-01	GATA3_26560356_CHIPSEQ_TH2_HUMAN	16	300	1821	20000	0.9946112484407348	488	GATA3	0.16706443914081145
488	Enrichr	TCGA-04-1331-01	CASZ1	2	300	299	20000	0.9407705674312575	489	CASZ1	0.16779661016949152
489	GTEx	TCGA-04-1331-01	WT1_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	490	WT1	0.1684848484848485
490	Enrichr	TCGA-04-1331-01	ARGFX	2	300	299	20000	0.9407705674312575	491	ARGFX	0.16864406779661018
491	ARCHS4	TCGA-04-1331-01	SOX14_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	492	SOX14	0.16927083333333334
492	ChEA	TCGA-04-1331-01	RARG_19884340_CHIPCHIP_MEFS_MOUSE	1	300	343	20000	0.9946419642535776	493	RARG	0.16945107398568018
493	Enrichr	TCGA-04-1331-01	ZNF600	2	300	299	20000	0.9407705674312575	494	ZNF600	0.1694915254237288
494	Enrichr	TCGA-04-1331-01	ZFP30	2	300	299	20000	0.9407705674312575	495	ZFP30	0.17033898305084746
495	Enrichr	TCGA-04-1331-01	KLF15	2	300	299	20000	0.9407705674312575	496	KLF15	0.1711864406779661
496	ChEA	TCGA-04-1331-01	GATA6_21074721_CHIPSEQ_CACO2_HUMAN	16	300	1822	20000	0.9946544964444286	497	GATA6	0.1718377088305489
497	ARCHS4	TCGA-04-1331-01	ZNF648_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	498	ZNF648	0.171875
498	Enrichr	TCGA-04-1331-01	LCORL	2	300	299	20000	0.9407705674312575	499	LCORL	0.17203389830508475
499	ReMap	TCGA-04-1331-01	RUNX2	9	300	1454	20000	0.9995714554808025	500	RUNX2	0.17288135593220338
500	Enrichr	TCGA-04-1331-01	SHOX	2	300	299	20000	0.9407705674312575	501	SHOX	0.17372881355932204
501	ChEA	TCGA-04-1331-01	EBF1_22473956_CHIPSEQ_BONE_MARROW_MOUSE	14	300	1651	20000	0.994672918289319	502	EBF1	0.17422434367541767
502	ARCHS4	TCGA-04-1331-01	NR6A1_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	503	NR6A1	0.17447916666666666
503	GTEx	TCGA-04-1331-01	NR1I3_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	504	NR1I3	0.17454545454545456
504	Enrichr	TCGA-04-1331-01	SLC39A10	2	300	299	20000	0.9407705674312575	505	SLC39A10	0.17457627118644067
505	ARCHS4	TCGA-04-1331-01	SPZ1_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	506	SPZ1	0.17578125
506	ChEA	TCGA-04-1331-01	NFE2L2_22581777_CHIPSEQ_LYMPHOBLASTOID_HUMAN	2	300	486	20000	0.9949385925505373	507	NFE2L2	0.1766109785202864
507	GTEx	TCGA-04-1331-01	MBD1_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	508	MBD1	0.17696969696969697
508	ARCHS4	TCGA-04-1331-01	HMX3_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	509	HMX3	0.17708333333333334
509	GTEx	TCGA-04-1331-01	TBPL1_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	510	TBPL1	0.1781818181818182
510	ARCHS4	TCGA-04-1331-01	SIX6_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	511	SIX6	0.17838541666666666
511	Enrichr	TCGA-04-1331-01	PRDM9	2	300	299	20000	0.9407705674312575	512	PRDM9	0.1788135593220339
512	ChEA	TCGA-04-1331-01	STAT1_17558387_CHIPSEQ_HELA_HUMAN	12	300	1487	20000	0.9951609961931219	513	STAT1	0.17899761336515513
513	Enrichr	TCGA-04-1331-01	PPP2R3B	2	300	299	20000	0.9407705674312575	514	PPP2R3B	0.17966101694915254
514	ARCHS4	TCGA-04-1331-01	SRY_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	515	SRY	0.1796875
515	Enrichr	TCGA-04-1331-01	ZNF660	2	300	299	20000	0.9407705674312575	516	ZNF660	0.18135593220338983
516	GTEx	TCGA-04-1331-01	HOMEZ_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	517	HOMEZ	0.18181818181818182
517	Enrichr	TCGA-04-1331-01	ZNF480	2	300	299	20000	0.9407705674312575	518	ZNF480	0.18220338983050846
518	ARCHS4	TCGA-04-1331-01	MGAM_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	519	MGAM	0.18229166666666666
519	GTEx	TCGA-04-1331-01	ZBTB32_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	520	ZBTB32	0.18303030303030304
520	ReMap	TCGA-04-1331-01	LEF1	6	300	1162	20000	0.9996523964110512	521	LEF1	0.18305084745762712
521	Enrichr	TCGA-04-1331-01	PLAG1	2	300	299	20000	0.9407705674312575	522	PLAG1	0.18305084745762712
522	ARCHS4	TCGA-04-1331-01	ZNF704_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	523	ZNF704	0.18359375
523	Enrichr	TCGA-04-1331-01	ZNF429	2	300	299	20000	0.9407705674312575	524	ZNF429	0.18389830508474575
524	ARCHS4	TCGA-04-1331-01	PAX6_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	525	PAX6	0.18489583333333334
525	GTEx	TCGA-04-1331-01	ZNF534_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	526	ZNF534	0.18545454545454546
526	Enrichr	TCGA-04-1331-01	ZNF705D	2	300	299	20000	0.9407705674312575	527	ZNF705D	0.18559322033898304
527	ARCHS4	TCGA-04-1331-01	BCL11B_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	528	BCL11B	0.18619791666666666
528	Enrichr	TCGA-04-1331-01	ZNF621	2	300	299	20000	0.9407705674312575	529	ZNF621	0.1864406779661017
529	Enrichr	TCGA-04-1331-01	FOXD4L5	2	300	299	20000	0.9407705674312575	530	FOXD4L5	0.18728813559322033
530	ARCHS4	TCGA-04-1331-01	TBX1_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	531	TBX1	0.1875
531	GTEx	TCGA-04-1331-01	NOBOX_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	532	NOBOX	0.18787878787878787
532	Enrichr	TCGA-04-1331-01	ZNF572	2	300	299	20000	0.9407705674312575	533	ZNF572	0.188135593220339
533	ChEA	TCGA-04-1331-01	SMAD1_18555785_CHIPSEQ_MESCS_MOUSE	2	300	508	20000	0.9962533998116376	534	SMAD1	0.18854415274463007
534	Enrichr	TCGA-04-1331-01	ZNF608	2	300	299	20000	0.9407705674312575	535	ZNF608	0.18898305084745762
535	GTEx	TCGA-04-1331-01	EGR4_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	536	EGR4	0.1890909090909091
536	Enrichr	TCGA-04-1331-01	ZFP82	2	300	299	20000	0.9407705674312575	537	ZFP82	0.18983050847457628
537	Enrichr	TCGA-04-1331-01	FOXO6	2	300	299	20000	0.9407705674312575	538	FOXO6	0.1906779661016949
538	ARCHS4	TCGA-04-1331-01	NEUROD1_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	539	NEUROD1	0.19140625
539	Enrichr	TCGA-04-1331-01	ZNF189	2	300	299	20000	0.9407705674312575	540	ZNF189	0.19152542372881357
540	Enrichr	TCGA-04-1331-01	RXRG	2	300	299	20000	0.9407705674312575	541	RXRG	0.1923728813559322
541	ReMap	TCGA-04-1331-01	IRF3	8	300	1446	20000	0.999847571309527	542	IRF3	0.19322033898305085
542	ChEA	TCGA-04-1331-01	HSF1_23293686_CHIPSEQ_STHDH_STRIATAL_MOUSE	4	300	745	20000	0.9963553775150061	543	HSF1	0.19331742243436753
543	Enrichr	TCGA-04-1331-01	ZNF583	2	300	299	20000	0.9407705674312575	544	ZNF583	0.19406779661016949
544	GTEx	TCGA-04-1331-01	ZNF345_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	545	ZNF345	0.19515151515151516
545	ARCHS4	TCGA-04-1331-01	ZNF133_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	546	ZNF133	0.1953125
546	Enrichr	TCGA-04-1331-01	ZNF443	2	300	299	20000	0.9407705674312575	547	ZNF443	0.19576271186440677
547	GTEx	TCGA-04-1331-01	L3MBTL4_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	548	L3MBTL4	0.19636363636363635
548	Enrichr	TCGA-04-1331-01	POU6F1	2	300	299	20000	0.9407705674312575	549	POU6F1	0.19661016949152543
549	GTEx	TCGA-04-1331-01	ZNF391_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	550	ZNF391	0.19757575757575757
550	Enrichr	TCGA-04-1331-01	ZNF792	2	300	299	20000	0.9407705674312575	551	ZNF792	0.19830508474576272
551	GTEx	TCGA-04-1331-01	SOHLH1_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	552	SOHLH1	0.1987878787878788
552	Enrichr	TCGA-04-1331-01	ESX1	2	300	299	20000	0.9407705674312575	553	ESX1	0.19915254237288135
553	ARCHS4	TCGA-04-1331-01	ZNF536_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	554	ZNF536	0.19921875
554	ReMap	TCGA-04-1331-01	ZNF639	8	300	1446	20000	0.999847571309527	555	ZNF639	0.2
555	Enrichr	TCGA-04-1331-01	PBRM1	2	300	299	20000	0.9407705674312575	556	PBRM1	0.2
556	GTEx	TCGA-04-1331-01	ZNF540_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	557	ZNF540	0.2
557	ChEA	TCGA-04-1331-01	STAT6_20620947_CHIPSEQ_CD4_POS_T_HUMAN	1	300	382	20000	0.997060569121064	558	STAT6	0.20047732696897375
558	Enrichr	TCGA-04-1331-01	OTOP3	2	300	299	20000	0.9407705674312575	559	OTOP3	0.20084745762711864
559	Enrichr	TCGA-04-1331-01	HIST1H1D	2	300	299	20000	0.9407705674312575	560	HIST1H1D	0.2016949152542373
560	ARCHS4	TCGA-04-1331-01	ZSCAN26_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	561	ZSCAN26	0.20182291666666666
561	Enrichr	TCGA-04-1331-01	LHX4	2	300	299	20000	0.9407705674312575	562	LHX4	0.20254237288135593
562	ChEA	TCGA-04-1331-01	YY1_21170310_CHIPSEQ_MESCS_MOUSE	1	300	382	20000	0.997060569121064	563	YY1	0.20286396181384247
563	ARCHS4	TCGA-04-1331-01	MYRFL_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	564	MYRFL	0.203125
564	ReMap	TCGA-04-1331-01	CREB3	8	300	1446	20000	0.999847571309527	565	CREB3	0.2033898305084746
565	Enrichr	TCGA-04-1331-01	BARX1	2	300	299	20000	0.9407705674312575	566	BARX1	0.20423728813559322
566	ARCHS4	TCGA-04-1331-01	PHF20_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	567	PHF20	0.20442708333333334
567	Enrichr	TCGA-04-1331-01	PITX1	2	300	299	20000	0.9407705674312575	568	PITX1	0.20508474576271185
568	ARCHS4	TCGA-04-1331-01	ZNF560_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	569	ZNF560	0.20572916666666666
569	Enrichr	TCGA-04-1331-01	ZNF703	2	300	299	20000	0.9407705674312575	570	ZNF703	0.2059322033898305
570	GTEx	TCGA-04-1331-01	FEV_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	571	FEV	0.20606060606060606
571	Enrichr	TCGA-04-1331-01	ONECUT3	2	300	299	20000	0.9407705674312575	572	ONECUT3	0.20677966101694914
572	ARCHS4	TCGA-04-1331-01	ZNF585A_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	573	ZNF585A	0.20703125
573	GTEx	TCGA-04-1331-01	ZNF829_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	574	ZNF829	0.20727272727272728
574	Enrichr	TCGA-04-1331-01	FOSL2	2	300	299	20000	0.9407705674312575	575	FOSL2	0.2076271186440678
575	ChEA	TCGA-04-1331-01	OLIG2_23332759_CHIPSEQ_OLIGODENDROCYTES_MOUSE	15	300	1813	20000	0.9971828391580261	576	OLIG2	0.20763723150357996
576	ARCHS4	TCGA-04-1331-01	THRB_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	577	THRB	0.20833333333333334
577	Enrichr	TCGA-04-1331-01	HOXD9	2	300	299	20000	0.9407705674312575	578	HOXD9	0.20847457627118643
578	Enrichr	TCGA-04-1331-01	ZNF253	2	300	299	20000	0.9407705674312575	579	ZNF253	0.2093220338983051
579	GTEx	TCGA-04-1331-01	SKOR2_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	580	SKOR2	0.2096969696969697
580	ChEA	TCGA-04-1331-01	ELK4_26923725_CHIPSEQ_MESODERM_MOUSE	1	300	385	20000	0.9971933741854064	581	ELK4	0.2100238663484487
581	Enrichr	TCGA-04-1331-01	PAX4	2	300	299	20000	0.9407705674312575	582	PAX4	0.21016949152542372
582	ReMap	TCGA-04-1331-01	MEF2A	8	300	1448	20000	0.9998509920957815	583	MEF2A	0.21016949152542372
583	GTEx	TCGA-04-1331-01	MSX2_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	584	MSX2	0.2109090909090909
584	Enrichr	TCGA-04-1331-01	ZNF135	2	300	299	20000	0.9407705674312575	585	ZNF135	0.21101694915254238
585	Enrichr	TCGA-04-1331-01	HOXC11	2	300	299	20000	0.9407705674312575	586	HOXC11	0.211864406779661
586	ARCHS4	TCGA-04-1331-01	NEUROD4_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	587	NEUROD4	0.21223958333333334
587	ChEA	TCGA-04-1331-01	GF1_26923725_CHIPSEQ_HPCS_MOUSE	8	300	1176	20000	0.9971983419922765	588	GF1	0.21241050119331742
588	Enrichr	TCGA-04-1331-01	ZNF91	2	300	299	20000	0.9407705674312575	589	ZNF91	0.21271186440677967
589	GTEx	TCGA-04-1331-01	ZNF382_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	590	ZNF382	0.21333333333333335
590	ARCHS4	TCGA-04-1331-01	HMG20A_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	591	HMG20A	0.21354166666666666
591	Enrichr	TCGA-04-1331-01	ZNF823	2	300	299	20000	0.9407705674312575	592	ZNF823	0.2135593220338983
592	ReMap	TCGA-04-1331-01	MBD2	8	300	1448	20000	0.9998509920957815	593	MBD2	0.2135593220338983
593	Enrichr	TCGA-04-1331-01	SOX13	2	300	299	20000	0.9407705674312575	594	SOX13	0.21440677966101696
594	GTEx	TCGA-04-1331-01	ZXDB_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	595	ZXDB	0.21454545454545454
595	Enrichr	TCGA-04-1331-01	SP4	2	300	299	20000	0.9407705674312575	596	SP4	0.21525423728813559
596	Enrichr	TCGA-04-1331-01	ZNF124	2	300	299	20000	0.9407705674312575	597	ZNF124	0.21610169491525424
597	ReMap	TCGA-04-1331-01	MEF2C	8	300	1448	20000	0.9998509920957815	598	MEF2C	0.21694915254237288
598	Enrichr	TCGA-04-1331-01	ZNF184	2	300	299	20000	0.9407705674312575	599	ZNF184	0.21694915254237288
599	GTEx	TCGA-04-1331-01	TMF1_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	600	TMF1	0.21696969696969698
600	ARCHS4	TCGA-04-1331-01	ZNF354C_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	601	ZNF354C	0.21744791666666666
601	GTEx	TCGA-04-1331-01	ZBED9_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	602	ZBED9	0.21818181818181817
602	ARCHS4	TCGA-04-1331-01	ZNF132_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	603	ZNF132	0.21875
603	GTEx	TCGA-04-1331-01	ZNF610_GTEX_PEARSON	3	300	300	20000	0.8306504953058418	604	ZNF610	0.2193939393939394
604	Enrichr	TCGA-04-1331-01	ZNF415	2	300	299	20000	0.9407705674312575	605	ZNF415	0.21949152542372882
605	ReMap	TCGA-04-1331-01	TFAP2A	8	300	1448	20000	0.9998509920957815	606	TFAP2A	0.22033898305084745
606	Enrichr	TCGA-04-1331-01	NR3C2	2	300	299	20000	0.9407705674312575	607	NR3C2	0.2211864406779661
607	ChEA	TCGA-04-1331-01	RBPJ_21746931_CHIPSEQ_IB4_HUMAN	15	300	1826	20000	0.9974807643385692	608	RBPJ	0.22195704057279236
608	Enrichr	TCGA-04-1331-01	ZNF717	2	300	299	20000	0.9407705674312575	609	ZNF717	0.22203389830508474
609	ARCHS4	TCGA-04-1331-01	PRDM10_ARCHS4_PEARSON	3	300	300	20000	0.8306504953058418	610	PRDM10	0.22265625
610	Enrichr	TCGA-04-1331-01	ZFPM1	2	300	299	20000	0.9407705674312575	611	ZFPM1	0.2228813559322034
611	Enrichr	TCGA-04-1331-01	ZNF423	2	300	299	20000	0.9407705674312575	612	ZNF423	0.22372881355932203
612	ReMap	TCGA-04-1331-01	BATF	8	300	1448	20000	0.9998509920957815	613	BATF	0.22372881355932203
